"Incident-based crime statistics, by detailed violations, police services in the Atlantic provinces c 1 2 3 4 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table: 35-10-0178-01 (formerly CANSIM 252-0075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release date: 2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography: Province or territory, Policing district/zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Violations,"Total, all violations  [0]",,,,,"Total, all Criminal Code violations (including traffic)  [25]",,,,,"Total, all Criminal Code violations (excluding traffic)  [50]",,,,,Total violent Criminal Code violations  [100] 8,,,,,Total property crime violations  [200],,,,,Total other Criminal Code violations  [300],,,,,Total Criminal Code traffic violations  [900] 9,,,,,Total impaired driving  [910] 9 10 11,,,,,Total other Criminal Code traffic violations  [920] 9,,,,,Total Federal Statute violations  [400],,,,,Total Drug violations  [401],,,,,"Possession, cannabis (pre-legalization)  [4140] 12",,,,,"Possession, cocaine  [4120] 13",,,,,"Total, possession, other Controlled Drugs and Substances Act drugs  [410] 13",,,,,"Total cannabis, trafficking, production or distribution (pre-legalization)  [420] 12 14 15",,,,,"Total cocaine, trafficking, production or distribution  [430]",,,,,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution  [440]",,,,,"Possession, sale, etc., for use in production of or trafficking in substance  [4590] 14 16",,,,,Total Cannabis Act  [450] 12 15,,,,,Youth Criminal Justice Act  [6450],,,,,Total other Federal Statutes  [610],,,,,Bankruptcy Act  [6100],,,,,Income Tax Act  [6150],,,,,Canada Shipping Act  [6200],,,,,Canada Health Act  [6250],,,,,Customs Act  [6300],,,,,Competition Act  [6350],,,,,Excise Act  [6400],,,,,Total Immigration and Refugee Protection Act  [620] 17,,,,,Firearms Act  [6550],,,,,National Defence Act  [6560],,,,,Quarantine Act  [6600],,,,,Other federal statutes  [6900],,,,
"Elmsdale Hants Co., Nova Scotia, Royal Canadian Mounted Police, rural [12844]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Musquodoboit, Nova Scotia, Royal Canadian Mounted Police, rural [12845]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indian Brook, Nova Scotia, Royal Canadian Mounted Police, rural [12849]",,428,435,404,426,514,411,425,387,393,494,385,403,364,360,468,134,130,114,104,131,156,193,162,137,204,95,80,88,119,133,26,22,23,33,26,20,19,14,18,11,6,3,9,15,15,17,10,17,33,20,12,9,11,25,18,0,0,0,0,0,2,2,1,7,3,0,3,2,2,0,0,0,0,0,0,3,3,6,14,7,7,1,2,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,6,8,1
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural [12850]",,236,298,320,344,433,217,280,307,328,403,197,247,287,316,381,55,82,87,89,73,91,108,133,166,194,51,57,67,61,114,20,33,20,12,22,19,30,19,11,18,1,3,1,1,4,19,18,13,16,30,14,16,9,12,17,0,0,0,0,0,1,3,2,0,6,0,2,1,1,2,0,0,0,0,0,5,4,2,2,8,1,3,4,6,1,0,0,0,0,0,7,4,0,3,0,1,0,1,0,0,4,2,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3,11
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police [12959]",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police [12970]",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Port of Halifax, Nova Scotia, Ports Canada Police [12980]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Canadian National Railway Police, Nova Scotia [12990] 22",,105,157,158,51,17,7,38,28,17,15,7,37,28,17,14,1,0,1,0,6,4,33,27,17,8,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,98,119,130,34,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,98,118,129,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,118,129,33,2
New Brunswick [13],,53094,56940,57617,60399,57331,51052,55165,56275,59221,56162,46975,51556,52808,55589,52444,12802,13767,14262,15201,15008,25605,28828,29586,31262,28275,8568,8961,8960,9126,9161,4077,3609,3467,3632,3718,2622,2039,1946,2147,2117,1455,1570,1521,1485,1601,2042,1775,1342,1178,1169,1541,1259,1053,958,966,0,0,0,0,0,113,63,55,63,79,428,325,304,326,347,0,0,0,0,0,259,229,232,190,172,556,498,378,322,317,3,2,0,1,0,182,142,84,56,51,38,26,16,12,25,463,490,273,208,178,1,0,1,0,0,2,1,1,0,1,9,6,8,3,6,2,41,6,0,0,10,9,31,18,13,0,0,0,0,0,47,24,27,24,23,9,7,14,11,18,44,19,43,12,5,0,0,0,0,0,18,47,5,0,0,321,336,137,140,112
"Bathurst, New Brunswick, municipal [13001]",,1108,1004,1093,1279,1459,1084,986,1077,1260,1426,1041,955,1039,1218,1383,446,396,382,417,520,477,440,535,533,568,118,119,122,268,295,43,31,38,42,43,17,20,24,37,27,26,11,14,5,16,24,18,16,19,33,23,18,14,19,33,0,0,0,0,0,2,1,3,4,2,11,10,8,9,22,0,0,0,0,0,3,4,0,1,2,7,3,3,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Caraquet, New Brunswick, municipal [13002]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Edmundston, New Brunswick, municipal [13006]",,873,981,982,1362,1302,824,886,923,1313,1248,775,842,858,1251,1178,297,276,288,445,424,372,449,447,609,529,106,117,123,197,225,49,44,65,62,70,24,18,29,24,34,25,26,36,38,36,49,95,59,49,54,48,55,54,49,51,0,0,0,0,0,1,1,1,2,2,37,37,41,36,30,0,0,0,0,0,1,1,0,0,2,5,11,7,7,15,0,0,0,0,0,4,5,5,4,2,0,0,0,0,0,1,40,5,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Fredericton, New Brunswick, municipal [13007]",,4203,4475,5792,6145,5309,4134,4396,5736,6104,5260,3899,4130,5409,5794,4977,961,1055,1191,1327,1214,2036,2230,3342,3490,2794,902,845,876,977,969,235,266,327,310,283,114,141,166,197,170,121,125,161,113,113,69,79,56,41,49,68,76,56,41,48,0,0,0,0,0,17,5,2,5,9,40,40,32,18,16,0,0,0,0,0,5,5,7,4,6,5,24,13,13,17,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Sackville, New Brunswick, Royal Canadian Mounted Police, municipal [13008]",,367,414,419,383,567,354,404,418,376,557,324,383,404,355,520,74,78,88,94,156,194,250,254,219,287,56,55,62,42,77,30,21,14,21,37,20,9,8,14,20,10,12,6,7,17,13,10,1,7,10,12,7,1,6,7,0,0,0,0,0,2,0,0,0,1,3,1,0,4,1,0,0,0,0,0,3,2,0,1,2,3,1,1,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3
"Blacks Harbour, New Brunswick, municipal [13009]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Clair, New Brunswick, Royal Canadian Mounted Police, rural [13011] 23",,161,170,168,195,189,148,167,163,192,179,133,160,147,183,167,42,44,59,74,59,74,104,72,93,93,17,12,16,16,15,15,7,16,9,12,11,3,7,6,9,4,4,9,3,3,13,3,5,3,10,7,3,2,2,9,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,2,5,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Grand Falls, New Brunswick, municipal [13012]",,370,318,369,428,447,358,305,359,423,440,329,281,338,397,418,107,124,108,125,144,181,120,201,216,211,41,37,29,56,63,29,24,21,26,22,5,10,6,14,4,24,14,15,12,18,12,13,10,5,7,10,8,8,5,4,0,0,0,0,0,2,0,0,0,1,5,4,3,3,2,0,0,0,0,0,1,0,1,0,0,2,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Grand Falls, New Brunswick, Royal Canadian Mounted Police, rural [13014] 23",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Miramichi, New Brunswick, municipal [13015]",,1399,1316,1321,1261,1160,1319,1233,1253,1235,1118,1248,1165,1189,1172,1063,278,224,269,285,291,734,704,630,611,526,236,237,290,276,246,71,68,64,63,55,39,35,41,38,37,32,33,23,25,18,80,83,68,26,42,79,83,68,26,41,0,0,0,0,0,5,0,1,1,1,41,57,40,9,12,0,0,0,0,0,4,2,1,2,6,29,21,26,12,22,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Riviere Verte, New Brunswick, Royal Canadian Mounted Police, rural [13016] 23",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Saint Leonard, New Brunswick, Royal Canadian Mounted Police, rural [13019] 23",,733,861,860,933,908,692,840,828,910,886,603,778,751,831,800,186,272,246,306,311,342,395,377,408,360,75,111,128,117,129,89,62,77,79,86,52,21,34,42,52,37,41,43,37,34,41,21,32,23,22,30,15,21,12,15,0,0,0,0,0,1,1,1,0,3,10,1,8,2,1,0,0,0,0,0,6,2,3,5,5,5,7,6,3,4,0,0,0,0,0,8,4,3,2,2,0,1,0,0,0,11,5,11,11,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,2,0,1,0,1,0,3,4,6,1,0,1,1,0,0,0,0,0,0,1,1,3,0,0,4,2,1,0,1
"Saint Quentin, New Brunswick, Royal Canadian Mounted Police, rural [13020] 23",,469,416,407,361,405,452,402,399,357,402,296,304,356,336,387,88,111,112,114,119,163,165,179,184,187,45,28,65,38,81,156,98,43,21,15,22,21,14,15,8,134,77,29,6,7,17,14,8,4,3,16,12,7,3,3,0,0,0,0,0,1,1,0,0,0,4,3,0,2,1,0,0,0,0,0,4,2,4,0,0,6,3,2,0,2,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Chaleur Region, New Brunswick, Royal Canadian Mounted Police, rural [13022] 23",,702,816,705,689,647,664,782,669,676,637,570,688,596,613,574,164,270,212,237,227,333,343,302,301,284,73,75,82,75,63,94,94,73,63,63,75,46,48,42,38,19,48,25,21,25,38,34,36,13,10,35,29,29,10,9,0,0,0,0,0,0,0,1,0,1,6,1,1,2,0,0,0,0,0,0,10,11,16,4,1,16,10,6,1,3,0,0,0,1,0,3,7,5,2,4,0,0,0,0,0,3,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,0
"Campbellton, New Brunswick, Royal Canadian Mounted Police, rural [13023] 23",,920,970,963,1097,642,890,947,933,1073,632,821,881,866,1000,587,230,273,256,294,193,496,525,494,553,324,95,83,116,153,70,69,66,67,73,45,45,48,28,36,27,24,18,39,37,18,30,23,30,24,10,26,19,27,22,7,0,0,0,0,0,0,1,2,2,0,3,1,1,1,1,0,0,0,0,0,12,8,14,10,2,5,6,8,8,3,0,0,0,0,0,6,3,2,1,1,0,0,0,0,0,4,4,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,1
"Kennebecasis Region, New Brunswick, municipal [13024]",,567,549,587,608,524,559,547,575,601,522,503,479,495,539,463,196,125,123,183,114,249,307,322,303,271,58,47,50,53,78,56,68,80,62,59,50,56,66,49,47,6,12,14,13,12,8,2,12,7,2,8,2,11,7,2,0,0,0,0,0,1,0,3,3,1,5,1,5,2,1,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caraquet, New Brunswick, Royal Canadian Mounted Police, rural [13025] 23",,865,883,865,869,843,827,861,820,856,813,727,766,733,768,709,262,290,250,268,271,327,374,381,371,341,138,102,102,129,97,100,95,87,88,104,55,41,35,46,47,45,54,52,42,57,38,22,45,13,30,31,19,35,8,26,0,0,0,0,0,1,2,2,3,2,2,2,2,1,0,0,0,0,0,0,15,7,14,3,9,10,6,13,1,11,0,0,0,0,0,3,2,4,0,4,0,0,0,0,0,7,3,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,1,1
"Saint John, New Brunswick, municipal [13027] 19 24 25 26",,3902,4610,4283,4561,4987,3805,4520,4148,4455,4871,3707,4363,4019,4359,4747,1120,1087,1149,1191,1195,1776,2362,2046,2372,2750,811,914,824,796,802,98,157,129,96,124,59,92,85,73,80,39,65,44,23,44,97,90,135,106,116,27,37,46,35,39,0,0,0,0,0,10,9,2,5,7,3,8,4,2,11,0,0,0,0,0,7,12,26,10,7,7,8,14,18,14,0,0,0,0,0,0,0,0,0,0,5,6,7,7,14,65,47,82,64,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,47,81,64,63
"Lameque, New Brunswick, Royal Canadian Mounted Police, rural [13028] 23",,686,781,779,678,658,662,755,762,652,636,560,638,671,572,579,199,226,264,238,221,270,314,301,262,270,91,98,106,72,88,102,117,91,80,57,54,37,22,26,20,48,80,69,54,37,24,26,17,26,22,23,26,16,23,19,0,0,0,0,0,1,2,0,0,2,4,4,2,3,2,0,0,0,0,0,5,7,8,12,4,11,8,6,6,8,0,0,0,0,0,2,5,0,2,3,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
"Neguac, New Brunswick, Royal Canadian Mounted Police, rural [13029] 23",,918,898,949,851,885,884,861,915,839,866,809,791,833,778,810,307,304,253,269,293,400,406,446,403,408,102,81,134,106,109,75,70,82,61,56,60,44,41,38,29,15,26,41,23,27,34,37,34,12,19,29,33,33,10,15,0,0,0,0,0,0,0,0,0,1,4,2,7,1,5,0,0,0,0,0,6,13,11,3,8,14,18,14,5,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,5,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,4
"St. Stephen, New Brunswick, municipal [13032]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sackville, New Brunswick, municipal [13033]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Shediac, New Brunswick, municipal [13034]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
